237,1209,4.06604868628,1109970597
204,1617,4.08386273045,1226321441
5,1580,4.67928481731,949919978
474,89745,4.60661217826,1425643497
548,1923,3.34724237012,1000729826
389,785,3.22498037072,946509305
464,1544,2.31821052308,1050439528
608,32,3.94526850295,1113319713
213,58299,2.99462887318,1228374469
518,2,4.36855198116,846450065
314,364,3.58434178704,1101033255
600,2136,3.08987262066,1306107948
164,153,1.92323112105,1390767109
546,110,4.13978831167,938568473
16,7346,2.46907113191,1465954961
76,2707,3.37259854083,1143048602
481,1059,4.16376494295,1339455255
166,539,2.70234775128,1111981315
223,3566,4.10173189665,960919546
453,1269,3.61974938897,989112182
68,609,3.22383052715,854711916
84,5902,4.12071859719,1156206646
233,1580,4.19181570256,955086826
522,858,4.70991157359,1370072258
398,2989,3.65256718606,1268904333
402,1215,4.72880447042,977458248
359,2054,1.95986483679,957481256
627,2888,3.06822010979,974769117
510,1228,4.09951449262,939326537
194,2145,4.02263852975,971216703
548,6620,3.58182050545,1099106625
548,1248,3.95869135089,974779724
312,2918,3.43951949908,1077052514
577,435,2.70767558655,1005426349
312,4585,3.27765157351,1093022303
16,106916,3.41945749909,1416120141
389,2639,3.34913578657,946528997
263,344,2.34647640116,1433900945
599,296,4.93966624956,1008571588
462,420,1.28823546198,1091049709
272,1375,3.21443238266,1107785121
586,940,4.15619023269,975365053
378,1848,2.96458905589,1187053762
418,2109,3.78678591612,1112587403
453,6385,3.06107669913,1133735157
286,288,3.20012533029,965091512
418,3551,3.75499351833,1112672411
106,2762,3.6877510301,1086960054
548,804,2.60197772915,1145756452
464,3623,2.46005061585,1051214702
74,61024,3.64095596568,1457597334
604,1320,3.41998872667,868356377
493,1625,3.89890897359,898107529
453,4326,3.55037289327,1002940480
581,2699,2.7171578095,1165292693
233,3468,3.72953612145,955092512
16,2232,3.02601737837,997938466
597,5952,4.04841827722,1138658336
473,2951,3.74396986293,944061874
233,520,3.47081148879,955091901
294,4306,3.61080600023,1064617001
24,36535,3.39137754208,1148728385
406,2115,3.85983696309,1097769338
9,2502,4.04052441509,1154464889
323,910,4.16389575837,974697728
123,1,3.04851860872,832773057
381,1682,4.0248401124,949374401
403,31696,3.68856761276,1443394691
359,344,1.68519518506,957795265
312,2762,3.12200538558,1076968716
16,1997,2.70698222843,997938255
544,1460,4.87136675014,866932056
221,3702,3.70517302304,970595195
158,88163,3.32165443482,1344509722
233,3296,3.88986310974,955085053
510,4979,3.82559994136,1037842602
503,750,4.40339186761,861322481
