257,708,3,851862320
469,1925,3.5,1296201266
640,364,3,833992054
65,349,4,843159716
578,27790,5,1127368939
356,1222,5,1130105164
57,90376,4,1468910117
563,1307,4,1167428937
166,5165,3.5,1111480053
307,1569,3,939718211
218,2993,4,1108160705
286,3388,2,965092672
576,2082,2,1012597061
548,2757,3,994874556
427,3147,4.5,1214634860
112,3852,3.5,1097514767
129,1088,5,1049690378
362,376,3,864051197
443,2000,4.5,1227969327
213,6807,4,1218954802
237,908,4.5,1109967977
562,356,3.5,1172696276
103,1284,5,956599013
462,2455,4,1090908334
112,1013,4.5,1098044811
74,58351,4,1259837601
299,19,4,1447369129
599,2763,3,1008570798
74,1639,3.5,1311319246
16,93326,1,1361831455
96,11,4,1025556196
50,1197,4,978039557
616,733,3.5,1425505045
519,1302,5,945445004
188,6040,2.5,1241388598
166,1380,2,1111479020
413,3006,1,993088332
312,2641,3.5,1076969275
295,5943,4,1125765372
548,2155,2,1000729750
31,4787,5,1002769606
386,457,4,836679100
147,480,4,1256071213
548,5943,1.5,1182395376
535,480,3,973375745
103,1093,3,957894807
130,2163,3,965328135
295,592,3,1159991647
233,1288,5,955092905
188,1193,5,1228072435
83,253,5,835973445
424,2148,4.5,1355155603
131,6218,4,1139002775
503,1199,5,861322482
214,67408,4,1462634700
511,2130,4,948183257
158,1527,3.5,1292893137
487,260,5,1464121502
16,6787,5,1120209297
123,272,4,832773202
31,1283,4,948166855
469,3477,2.5,1296203249
31,1179,5,945114819
383,51084,2,1371781438
599,5575,1,1031461928
252,6564,2.5,1476550813
453,3175,3,978405357
307,804,3,948836827
179,1208,4,1437424637
519,2572,4,945361720
131,2174,3,1138999518
235,56367,4,1213808642
16,112,2.5,1093070156
57,56757,4,1475479127
103,1923,3,956600246
548,2764,4,1199391855
151,2000,3.5,1113907755
342,1892,4.5,1240833566
515,1366,4,853893326
381,32,5,1038621928
517,852,4,844688797
240,2889,4,991860611
511,482,1,948180496
381,7362,2.5,1111949891
622,253,3.5,1116476158
246,2571,5,1011316822
200,56788,4,1309734942
636,903,4,1448301807
248,1388,3,953270832
351,4728,5,1027357094
408,2369,3,962675853
552,1025,4,843275176
106,1127,2.5,1086093583
497,20,4,834598410
280,380,4,838231079
611,1653,5,1349427910
625,40278,3.5,1169333691
201,2959,4,1438019521
213,3148,4,1218398923
519,2410,3,945370057
369,920,3,962591583
317,7438,4,1460823282
480,46976,5,1409093851
453,8464,3.5,1133734981
424,3033,3.5,1356120932
506,1260,3,1340407005
106,4407,4.5,1085581010
87,29,4,848160311
665,108932,4.5,1441100805
593,2694,4,995420935
549,1084,4,857406575
310,1198,4.5,1114566712
314,4299,3.5,1101033303
202,8865,4,1110498259
576,4319,3,1018060044
215,2984,5,978469131
286,2140,3,965088528
625,2989,4.5,1092309194
583,2054,1,1122167252
34,3794,4,1032677485
561,344,3.5,1452849362
406,2875,4,1061362659
364,2455,3,942346708
510,2735,2,940014909
551,608,5,942669521
246,296,2,1011319008
120,1172,4,913051262
24,3408,4.5,1148386153
372,5995,3.5,1462746460
312,135,3,898008136
351,2324,5,1004548387
243,2881,4,956686226
70,5308,4,1348153821
434,1682,4.5,1417930679
548,56152,4,1198643704
509,11,3,844376294
576,1007,1,1018056552
314,1246,3.5,1105355156
96,2901,4,1018816035
615,780,1,1003253712
597,2861,3,1138661923
46,520,3.5,1140202251
482,109374,3.5,1437001369
453,5065,2.5,1077114746
310,4027,4,1114567154
16,95199,0.5,1465880715
595,1610,3,938961373
263,1348,3,1433899308
236,377,4.5,1112684769
304,4226,3.5,1299451317
20,580,1,855194052
428,7139,4,1116354459
564,112911,3.5,1406562760
106,6344,3.5,1085581157
190,2806,2,968093358
385,3081,4,1154108617
464,3259,3,1050499784
42,2640,4,1093887000
307,3471,4,953674367
147,593,4,1256071052
57,96829,5,1467003292
459,356,5,1365115640
203,296,4,1046144523
217,6870,4,1095792552
9,3147,4.5,1154400266
89,288,3,1239758451
31,5869,4,1036367914
313,3418,5,959931545
440,541,3,1041114267
359,2805,2,957479704
510,272,4.5,1093278423
109,367,3,843302154
213,4995,4.5,1218404836
103,2144,3,958248878
62,2918,4.5,1216050942
345,368,4,850726758
152,161,5,847296716
85,1196,4,1429910902
88,95,3,858623186
276,86347,5,1326921348
565,2013,4,974839039
458,5323,1,1471385756
16,3181,1,997939393
408,2858,5,962646253
96,3764,3,1016317140
428,30822,4.5,1110945131
95,4011,3,1291780351
468,928,5,939628293
95,6863,4,1291781010
609,3125,4,958824170
190,299,4,968093274
16,105504,3.5,1425875553
538,1357,3,879503053
49,70567,4,1305603934
96,1387,5,1019022863
389,1601,2,946522857
62,44195,4.5,1216051092
551,517,3,943374568
606,2546,2,980176584
279,912,4,984560868
138,1976,1,946411077
662,1263,4.5,1190266665
615,1231,4,1003254032
95,8132,4.5,1292392486
49,95167,5,1368499305
462,33679,3.5,1150092304
359,2616,3,957534713
565,1,4,974712079
548,8003,2,1201323229
576,1641,3,1012596082
410,417,4,828213114
581,6755,4,1217951093
120,1332,4,913232065
640,292,3,832450943
266,2692,2,960056722
576,3671,4,1012594537
284,39183,4.5,1150010196
74,39381,3.5,1457320124
538,1094,3,879503164
638,135,2.5,1231346553
240,588,5,991858143
198,368,4,975428934
275,3471,2,1074104310
85,65514,2.5,1429910960
123,590,3,832772925
381,57669,4,1243139986
453,16,4,976420133
469,3555,2,1296197538
16,81158,3,1367801466
601,81847,5,1431956365
218,2791,5,1108160504
57,141890,4,1467095329
432,4351,2.5,1140455503
599,50,5,1008572131
368,4344,3,997908739
429,3751,3,1304135055
360,2858,4,1339227965
374,1387,4,939235173
359,1225,5,957535155
304,2329,3.5,1299439707
581,6156,2.5,1217951273
331,349,3,948576522
440,3253,3,1041114934
106,2194,3,1086272559
300,3569,4.5,1344180770
286,2372,3,965092590
255,154,5,845157988
362,707,3,864051494
453,3684,3,1077114796
332,69122,4,1323373826
469,5014,2.5,1296201401
476,114662,3.5,1446908770
609,1729,4,939461344
381,89047,3.5,1359520936
406,85,4,1097698847
544,848,5,866931969
458,1330,2,1471386367
251,55820,4.5,1469700696
462,5103,3,1093224613
31,3308,4,951009217
114,135,5,844884853
23,31696,4,1131663089
424,1193,5,1353690387
343,1580,4,945124578
453,1086,3,1133735326
581,42738,2.5,1249399232
244,1923,3,1094224223
548,6127,0.5,1053423090
16,914,1.5,1058250501
565,169,1,974842687
403,5449,3.5,1443394818
354,5047,1,1113053356
608,2723,4,1118248313
336,969,4,1232164692
93,163,5,848526550
283,356,4.5,1111493734
158,42632,4,1325041713
363,7073,3.5,1218566941
243,508,5,956684901
210,163,4,1265780034
581,953,3.5,1165900802
206,59369,5,1442152238
523,70565,4.5,1391352889
625,3175,4,1019125340
391,1201,3,867076211
474,780,5,1425643902
548,8958,4.5,1131634966
472,1210,4.5,1239657316
501,52287,4.5,1229628747
504,5952,3,1432365879
58,1955,4,907766022
482,100106,4.5,1437007680
547,1246,5,1300579579
263,5165,3.5,1433901549
373,1079,3,958004154
481,1729,5,1339455111
354,7317,2,1113052586
458,7325,1.5,1471386408
406,2947,4,1061362530
512,111,5,829351964
23,784,1.5,1131662400
543,46578,1,1424966216
214,3147,2.5,1462637541
545,69481,5,1435786462
577,480,4,1005451445
453,1230,4,1048089885
477,16,5,978966317
161,2791,3,974255599
286,2108,3,965091971
256,4015,4,1237063452
307,1073,4,939901016
565,3257,1,974839551
233,2716,5,955089975
201,2378,0.5,1457720591
98,1,1,1460342505
462,4033,3.5,1090909081
203,5540,4,1046146122
587,4995,5,1214234192
246,2908,4,1011317854
368,4052,3,997908871
639,2572,4.5,1307558996
642,207,3,841551362
381,1476,4,949367818
184,3994,3,983096541
625,1147,5,1019132603
548,2520,2,981312606
538,1283,4,879502735
400,194,4,841562690
352,1249,3,975636664
74,106918,3.5,1404370215
135,4034,4,1361245994
196,910,5,976287996
570,922,5,965070547
469,63082,2.5,1296198528
599,2961,2,1008570775
74,112290,2.5,1423801598
24,3435,4.5,1148670554
542,2490,3,976830173
75,1584,5,942705533
578,2161,4.5,1111550782
269,5989,3.5,1314895636
314,6155,3.5,1101033693
449,480,5,1444761389
434,5952,4.5,1417929816
621,59784,4,1455532302
510,6620,3.5,1093277354
548,34002,2.5,1170962239
75,1136,5,942703678
548,32203,4,1325674404
476,80463,3.5,1447072457
64,3176,5,1079098196
621,26776,4,1455533133
57,926,4,1470350981
462,4105,4,1091067232
545,82459,4,1435787788
608,4489,3,1144790867
381,5577,4,1153283628
370,589,4,847465517
561,1407,4,1452850825
307,1552,2,956081905
86,203,3,837512599
188,26116,3.5,1230361622
615,3004,1,1010620205
530,1810,4,959966410
481,8529,3.5,1272669383
458,1376,1,1471385454
31,1873,5,945122010
372,47610,4.5,1462745791
295,5539,3,1048537672
473,1029,4,994738309
534,388,2,965318456
562,783,3,1172694552
116,2706,4,1107034471
92,73017,4.5,1448813010
666,292,4,995233679
106,5464,4,1086272549
95,1962,4,1292392507
20,1103,4,855191882
407,98126,5,1447951971
347,3703,4,1044650722
655,2028,5,1145390368
188,54503,4.5,1230361202
625,1665,3,1178981412
148,1556,2,1405201244
204,1556,2.5,1226321160
24,110,3.5,1148669588
571,41566,3.5,1475783720
563,4993,5,1167426638
196,3893,3,975415658
233,750,4,955085423
103,3703,4,959975848
578,377,3.5,1111475211
57,1387,4,1467005541
381,78209,4.5,1277136471
255,233,4,845157762
18,5809,2,1127473119
300,63876,5,1344181710
16,83293,3.5,1367801456
364,2581,3,942344464
409,1208,5,933034133
497,595,4,834059806
238,593,4,1102009537
467,2384,3,944979562
533,3994,3.5,1076971806
548,5680,4,1041220966
158,88744,3.5,1344509886
74,8811,0.5,1255588939
510,306,4,939340016
131,288,1,1138999363
58,1009,4,907766060
244,1931,4,1094225714
96,2713,3,1018815904
195,780,4,848098528
519,2951,4,945369847
251,74458,4.5,1469700504
312,6059,3,1077052194
559,1084,5,965486018
443,491,3.5,1227917217
87,223,5,848159545
576,2303,3,1018060690
162,256,3,837629757
119,3789,4,964408994
142,1210,3,949293748
665,33004,4,1393890708
392,1673,3,891534410
70,1682,5,1366831673
653,4116,4,1440273522
243,1674,5,956687159
413,3273,4,993087483
200,593,4.5,1214912989
55,77846,5,1352835980
417,784,2,841447211
656,1197,5,1470070287
359,1958,4,957794665
389,2574,2,946509342
473,2325,4,944321548
625,129354,3,1451771581
5,1376,3,949918904
532,158,2.5,1244063176
305,50851,4.5,1352655046
295,596,3,1048537506
530,27741,4,1141748173
128,500,5,842322608
482,60069,4.5,1437001281
581,1333,4,1165291888
216,1429,3,860559955
194,1680,5,971217748
207,1240,5,900784282
295,2581,4,1105649266
515,1086,4,853894169
548,7484,3.5,1084413926
565,405,1,974839652
408,1211,4.5,1057181653
127,367,4,833286643
76,3959,4,1165607230
548,2271,3.5,1076209613
40,663,4,833534728
207,1286,3,900784282
24,6008,3,1166035845
103,926,5,956591655
359,1352,2,957534583
293,16,4.5,1140049807
434,858,5,1417930577
606,224,3,980176775
530,1380,2,959975102
27,8798,5,1352058660
546,1244,5,938565586
484,111,3,1465387417
138,1292,2,946412015
581,2617,1.5,1165900206
175,5060,3.5,1109621201
86,318,5,837506848
586,911,4,975363199
588,1960,5,1117560438
94,79132,4,1304730598
190,3203,4,968092913
233,95,4,955087429
429,68157,5,1304133647
337,922,4,995827025
548,2780,3.5,1199559991
441,316,4,835336996
20,1196,5,855191622
665,7160,4,1343826198
615,3148,2,1010620148
240,3646,3,991863205
469,1287,2.5,1296192003
565,2524,5,974839341
548,6663,4,1106442831
660,353,3,834598630
380,778,4.5,1378180065
506,8961,3.5,1340408152
57,103688,2,1470350793
34,4975,4,1032677541
254,524,4.5,1215832370
43,349,4,1473258352
273,592,4,1453587590
656,367,4,1470074088
473,4011,4,981441662
108,3160,3.5,1446493183
263,8784,2,1433900381
312,1888,2,1076969408
565,2741,3,974839422
510,356,4,939329406
221,2959,4,975871618
608,1213,3.5,1148666485
276,38886,4,1353277847
312,2006,3.5,1062014251
73,1246,3.5,1461784644
586,490,3,975361786
424,51077,1.5,1353701435
359,2027,1,957534758
263,110,3,1433900727
286,1148,4,965091773
576,991,4,1012605797
383,58347,4,1371781609
169,318,5,848866631
53,60950,2,1231769833
233,224,5,955090687
406,5872,4,1061358735
482,49272,3.5,1437002277
343,1954,5,945125169
581,1094,2.5,1155616876
20,34,4,855191622
134,1653,1.5,1416149433
293,33166,3.5,1140148962
614,3578,4.5,1208298112
201,1222,4.5,1437933771
402,3499,5,977458248
625,136020,3,1456147804
328,3257,3,1225363711
49,57453,3.5,1319743302
356,8874,4,1130106035
151,2422,3.5,1130906013
158,2363,3,1291598299
589,480,3,842298189
67,3957,3,974598446
296,8957,4,1112543772
196,2088,2,978700726
312,1240,4.5,1062015969
166,2997,3,1111482042
469,2916,2.5,1296196019
588,5225,4,1131819493
151,1923,3,1113907434
273,8972,5,1453588033
295,48,3.5,1106705556
